店の名前,駅からの距離,店のカテゴリ(キーワード),紹介文,評価,コメント数,ブックマーク数,夜の予算,昼の予算,住所
福十屋,服部天神駅 33m,弁当,,,2,,-,-,大阪府豊中市服部西町1-1-26
ラヴィアミュゾン,服部天神駅 304m,ビストロ、フレンチ、パスタ,,3.16,25,1260,"￥5,000～￥5,999","￥1,000～￥1,999",大阪府豊中市服部西町2-4-8
スタンドグルー,服部天神駅 285m,居酒屋,,3,1,72,"￥2,000～￥2,999",-,大阪府豊中市服部西町2-8-7
串ひろ,服部天神駅 162m,串揚げ,,,11,,-,-,大阪府豊中市服部西町1-3-8
本場インド・ネパール料理店 RARA,服部天神駅 147m,インドカレー、カレー,,3.06,9,108,"￥1,000～￥1,999",～￥999,大阪府豊中市服部西町1-3-5
ヴィスワス,服部天神駅 254m,その他,,,53,,-,-,大阪府豊中市服部西町2-2-21
さとちゃん,服部天神駅 294m,お好み焼き,,3,2,13,-,-,大阪府豊中市服部西町2-2-18 WESTヴィラ 1F
キッチン フジヒロサン,服部天神駅 306m,カフェ,,3.1,17,776,-,"￥1,000～￥1,999",大阪府豊中市服部西町2-4-8
麻婆豆腐 熊,服部天神駅 256m,中華料理,,,1,15,-,-,大阪府豊中市服部西町2-2-21
パンダ食堂 晴山閣,服部天神駅 318m,中華料理、四川料理,,3.31,66,4256,"￥2,000～￥2,999",～￥999,大阪府豊中市服部西町2-4-12
ヒラヒラテイ,服部天神駅 133m,居酒屋,,3.02,2,28,-,-,大阪府豊中市服部西町1-3-3
喫茶　幸,服部天神駅 262m,喫茶店,,,9,,-,-,大阪府豊中市服部西町2-3-1
松のや 服部店,豊中市,とんかつ,,3.04,44,149,～￥999,～￥999,大阪府豊中市服部西町5-18-2
博多ラーメン げんこつ 豊中南店,豊中市,ラーメン、つけ麺、餃子,,3.05,69,355,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市服部西町5-17-24
食堂まえざわ,服部天神駅 310m,食堂、居酒屋,,3.26,28,1233,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府豊中市服部西町2-5-28
静光園,服部天神駅 392m,居酒屋,,,6,,-,-,大阪府豊中市服部西町2-7-1
おたふく 服部店,服部天神駅 218m,お好み焼き、たこ焼き,,3.04,7,53,-,～￥999,大阪府豊中市服部西町2-2-1
焼肉仙家,服部天神駅 312m,焼肉、韓国料理、ホルモン,,3.03,3,145,"￥2,000～￥2,999",-,大阪府豊中市服部西町2-8-9
居楽屋ひのき,服部天神駅 331m,居酒屋,,,7,,-,-,大阪府豊中市服部西町2-5-3
黒まんま×CRISPY CHICKEN n’ TOMATO,服部天神駅 314m,韓国料理、鳥料理,,3.02,3,27,"￥2,000～￥2,999","￥3,000～￥3,999",大阪府豊中市服部西町2-4-11
シフォンケーキのお店 ドルチェ,服部天神駅 387m,ケーキ、洋菓子,,3.08,8,135,-,-,大阪府豊中市服部西町2-7-6
Uma Uma Cafe,服部天神駅 307m,ケーキ、カフェ、喫茶店,,3.06,5,275,～￥999,～￥999,大阪府豊中市服部西町2-4-9
吉野家 服部天神店,服部天神駅 109m,牛丼,,3,3,24,-,-,大阪府豊中市服部西町1-3-34
鶏幸,服部天神駅 73m,焼き鳥,,3.09,7,331,"￥3,000～￥3,999",-,大阪府豊中市服部西町1-2-29
酒のたしなみ田矢,服部天神駅 112m,居酒屋,,3.04,7,97,-,-,大阪府豊中市服部西町1-3-33
魚匠 はち六,服部天神駅 312m,海鮮、居酒屋,,3.08,9,455,"￥3,000～￥3,999",-,大阪府豊中市服部西町2-5-25
ヒラオカ食堂,服部天神駅 297m,ダイニングバー,,3.04,3,129,"￥1,000～￥1,999",-,大阪府豊中市服部西町2-4-4
超特選醤油からあげ とり膳 服部天神店,服部天神駅 491m,からあげ,,3.06,6,44,-,～￥999,大阪府豊中市服部西町3-1-2
集い処 さくら,服部天神駅 328m,その他,,,1,2,-,-,大阪府豊中市服部西町2-5-20
成る屋,服部天神駅 298m,居酒屋,,3.06,8,188,"￥3,000～￥3,999",-,大阪府豊中市服部西町2-4-7
力餅食堂 服部店,服部天神駅 460m,食堂,,,3,123,-,-,大阪府豊中市服部西町2-7-19
ごはんやさん,服部天神駅 357m,食堂,,3.01,1,20,-,～￥999,大阪府豊中市服部西町2-6-9
鉄比呂,服部天神駅 372m,お好み焼き,,3.03,4,87,"￥2,000～￥2,999",～￥999,大阪府豊中市服部西町2-7-5
さぬき手打ちうどん 銭形,服部天神駅 265m,うどん、カレーうどん、うどんすき,,3.67,468,14087,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市服部西町2-2-21
一福,服部天神駅 446m,レストラン,,3.08,10,151,-,～￥999,大阪府豊中市服部西町2-14-19
LIFE 服部店,服部天神駅 182m,コンビニ・スーパー,,3,2,6,-,-,大阪府豊中市服部西町1-6-5
小麦の郷 ライフ服部店,服部天神駅 216m,パン、サンドイッチ,,3.01,3,18,-,-,大阪府豊中市服部西町1-6-5 ライフ服部店内
クレープくるる,服部天神駅 403m,クレープ・ガレット,,3,1,19,-,-,大阪府豊中市服部西町2-7-33
居酒屋 寿,服部天神駅 410m,居酒屋,,,8,,-,-,大阪府豊中市服部西町2-7-32
立ち呑み食堂 むしかり,服部天神駅 219m,立ち飲み,,3.09,15,301,"￥1,000～￥1,999",-,大阪府豊中市服部西町2-2-1
餃子の勝 服部天神駅前店,服部天神駅 116m,餃子、居酒屋、中華料理,,3.15,6,106,"￥2,000～￥2,999",-,大阪府豊中市服部西町1-4-1
海鮮うろこ,服部天神駅 310m,海鮮、居酒屋,,3.13,21,616,"￥3,000～￥3,999",-,大阪府豊中市服部西町2-5-27
天神酒場 木もと,服部天神駅 127m,居酒屋、海鮮、創作料理,,3.08,8,155,"￥2,000～￥2,999",-,大阪府豊中市服部西町1-3-3
龍凰ぎょうざ店 阪急服部店,服部天神駅 472m,その他,,,1,5,-,-,大阪府豊中市服部西町3-1-37
居酒屋ちゃんちゃん,服部天神駅 380m,居酒屋,,,,,-,-,大阪府豊中市服部西町2-7-1
TSUKINOSHIZUKU YUI,服部天神駅 741m,パン、サンドイッチ、カフェ,,3.1,10,99,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市服部西町4-2-2
テチュアンドサン,服部天神駅 412m,パン、洋菓子,,3.19,32,416,-,-,大阪府豊中市服部西町2-7-9
かおり,服部天神駅 272m,居酒屋,,,1,10,-,-,大阪府豊中市服部西町2-3-2
居酒屋 だんだん,服部天神駅 147m,居酒屋,,,15,,-,-,大阪府豊中市服部西町1
牛旬三郎 別館,服部天神駅 158m,焼肉,,3.09,13,345,-,-,大阪府豊中市服部西町1-3-6
ジョニーのからあげ 豊中服部天神店,服部天神駅 161m,からあげ,,3.01,5,47,-,-,大阪府豊中市服部西町1-3-6
カラオケスナックフレンズ,服部天神駅 420m,バー、喫茶店,,,5,,"￥2,000～￥2,999",-,大阪府豊中市服部西町2-7-8
うめ小町,服部天神駅 132m,居酒屋,,3.07,12,239,"￥1,000～￥1,999",-,大阪府豊中市服部西町1-3-3
ちゃんこ鍋 亀萬,服部天神駅 463m,ちゃんこ鍋、すっぽん,,3.07,14,305,"￥4,000～￥4,999",-,大阪府豊中市服部西町2-7-19
晴れ 時々 鳥,服部天神駅 322m,居酒屋,,3.03,2,193,-,-,大阪府豊中市服部西町2-5-21
シュシュ,服部天神駅 251m,バー,,,24,,-,-,大阪府豊中市服部西町2-2-8
炭火焼酒場 彩は,服部天神駅 112m,居酒屋,,3.04,3,53,-,-,大阪府豊中市服部西町1-3-33
ひよこ,服部天神駅 343m,居酒屋、焼き鳥、海鮮,2名から25名までのお座敷完備♪お客様それぞれのご要望に合わせてお任せコースご準備します◎,3.07,15,473,"￥3,000～￥3,999",-,大阪府豊中市服部本町1-5-25 エクセレンス豊中　１Ｆ
らんどりぃかふぇlacic,服部天神駅 157m,カフェ、喫茶店,,3,1,74,"￥1,000～￥1,999",～￥999,大阪府豊中市服部本町1-2-2
居酒屋 いさり火 服部天神,服部天神駅 287m,居酒屋,,,1,44,"￥2,000～￥2,999",-,大阪府豊中市服部本町1-4-6
HIRO,服部天神駅 246m,喫茶店,,,1,12,-,-,大阪府豊中市服部本町1-2-12
京呉服・お茶処 鶴千,服部天神駅 199m,喫茶店,,3.01,1,38,-,～￥999,大阪府豊中市服部本町1-8-5 共栄マンション服部 107
中国料理天座,服部天神駅 143m,中華料理、中華粥,,3.3,45,906,"￥1,000～￥1,999",～￥999,大阪府豊中市服部本町1-7-7
うどん屋 山善,服部天神駅 171m,うどん、うどんすき、丼,,3.55,297,7635,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市服部本町1-6-7
藍天,服部天神駅 168m,中華料理、担々麺、飲茶・点心,,3.32,87,4852,"￥1,000～￥1,999",～￥999,大阪府豊中市服部本町1-7-11
菊,服部天神駅 327m,喫茶店,,,4,,-,-,大阪府豊中市服部本町1-5-27
鮨 春之助,服部天神駅 359m,寿司,,3.05,4,103,"￥6,000～￥7,999",-,大阪府豊中市服部本町4-2-17
ほっかほっか亭 服部店,服部天神駅 182m,弁当,,3,1,17,-,-,大阪府豊中市服部本町2-2-3 申ビル 1F
レストールツルミ,服部天神駅 578m,ケーキ,,3.08,8,85,-,-,大阪府豊中市服部本町4-5-37
Inoue,服部天神駅 159m,お好み焼き,,3.01,2,16,-,-,大阪府豊中市服部本町1-7-10
アロハスピリット,服部天神駅 196m,カフェ、ダイニングバー,,3.09,22,427,"￥2,000～￥2,999",～￥999,大阪府豊中市服部本町2-2-7 1F
パティスリーgigi,服部天神駅 178m,ケーキ,,3.09,21,448,-,-,大阪府豊中市服部本町2-2-35
大分からあげ わん 服部天神店,服部天神駅 145m,からあげ,,3.01,2,15,-,-,大阪府豊中市服部本町1-3-11-2
Random,服部天神駅 165m,バー,,,15,,"￥2,000～￥2,999",-,大阪府豊中市服部本町1-2-4
和食しゃぶしゃぶ かごの屋 服部店,服部天神駅 257m,日本料理、しゃぶしゃぶ、ビュッフェ,旬の味覚をとり入れ、出来立ての美味しさを提供する「かごの屋」,3.05,33,403,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府豊中市服部南町1-7-7
とり銀,服部天神駅 390m,焼肉、焼き鳥、居酒屋,比内地鶏や国産鶏を焼肉スタイルで♪秘伝のタレと白米と一緒に◎,3.09,20,628,"￥3,000～￥3,999",～￥999,大阪府豊中市服部南町3-4-1
牛閣,服部天神駅 351m,焼肉、居酒屋、韓国料理,◆宴会場完備◆牛一頭買いだからできる安心価格！“国産和牛”の希少部位を上質な炭火焼肉として,3.08,28,954,"￥4,000～￥4,999",-,大阪府豊中市服部南町3丁目3-10
炭火焼 祝,服部天神駅 390m,牛タン、焼肉,,,2,27,-,-,大阪府豊中市服部南町3-4-1
錦ちやん,服部天神駅 550m,ちゃんこ鍋,,,7,,-,-,大阪府豊中市服部南町3-9-5
サンモリッツ,服部天神駅 145m,喫茶店,,3.01,5,60,-,-,大阪府豊中市服部南町1-3-33
ちりめん山椒 おく忠,服部天神駅 280m,その他,,,1,15,-,～￥999,大阪府豊中市服部南町1-5-12
串かつ麿,服部天神駅 256m,串揚げ,,,1,7,-,-,大阪府豊中市服部南町1-7-26
日本茶カフェ&ショップ 茶ら咲,服部天神駅 218m,カフェ,,3.05,6,108,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市服部南町1-5-4 サザンハイツ 1F
服部天神bakery,服部天神駅 333m,サンドイッチ,,3.06,6,113,-,-,大阪府豊中市服部南町3-3-7
肉魚地酒 やすおか,服部天神駅 221m,海鮮、牛料理、日本料理,,3.12,18,629,"￥5,000～￥5,999",-,大阪府豊中市服部南町1-5-6 クレセント南町 1F
カフェ マジシャン,服部天神駅 277m,カフェ,,,7,,～￥999,～￥999,大阪府豊中市服部南町1-5-12
由喜,服部天神駅 310m,和菓子,,3.03,4,55,-,-,大阪府豊中市服部南町1-5-19
美食倶楽部 豊中 ささ木,服部天神駅 179m,日本料理,,3.03,4,170,"￥20,000～￥29,999","￥20,000～￥29,999",大阪府豊中市服部南町1-3-9 3Ｆ （笹庵はなれ）
純喫茶ルヴァン,服部天神駅 609m,喫茶店,,,2,90,-,～￥999,大阪府豊中市服部南町3-9-12
Tsurumi Confect,服部天神駅 311m,ケーキ,,3.09,16,166,～￥999,-,大阪府豊中市服部南町2-3-1
81CURRY,服部天神駅 265m,カレー,,3.03,2,71,-,-,大阪府豊中市服部南町1-5-11
ネイロカフェ,服部天神駅 219m,カフェ,,,1,15,-,-,大阪府豊中市服部南町1-4-12
石見食堂,服部天神駅 489m,食堂、居酒屋,,,1,39,"￥1,000～￥1,999",～￥999,大阪府豊中市服部南町3-8
モスバーガー 服部店,服部天神駅 169m,ハンバーガー,,3.01,7,44,-,-,大阪府豊中市服部南町1-3-6
大衆酒場 呑,服部天神駅 277m,居酒屋,,3.02,3,38,"￥2,000～￥2,999",-,大阪府豊中市服部南町1-5-12
美味旬菜　釈,服部天神駅 279m,居酒屋、創作料理,,3.02,2,78,"￥3,000～￥3,999",～￥999,大阪府豊中市服部南町1-7-8
鎌倉パスタ 豊中服部店,服部天神駅 341m,パスタ,,3.08,77,402,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市服部南町2-8-28
RESTAURANT&BAR cafe de TEQUILA,服部天神駅 379m,バー,,3.07,4,53,-,-,大阪府豊中市服部南町3-2-1
ローソンストア100 豊中服部南店,服部天神駅 182m,コンビニ・スーパー,,,5,,-,-,大阪府豊中市服部南町1-3-9
家庭料理 えのん,服部天神駅 264m,居酒屋、日本料理,,3.02,1,38,-,-,大阪府豊中市服部南町1-5-11
メイメイ（美梅）,服部天神駅 304m,中華料理,,3.04,6,73,-,-,大阪府豊中市服部南町1-5-19
俐庵,服部天神駅 132m,日本料理、海鮮、居酒屋,,3.07,11,457,"￥6,000～￥7,999",-,大阪府豊中市服部南町1-2-17
鉄板はうすたなぼた,服部天神駅 88m,居酒屋、お好み焼き、鉄板焼き,服部天神駅1分◆部位が選べるA5黒毛和牛の鉄板焼きや50種以上の焼酎をお手頃価格で。貸切可,3.08,24,493,"￥2,000～￥2,999",-,大阪府豊中市服部元町1-6-9
プルコギ食堂ふくみみ,服部天神駅 55m,韓国料理、居酒屋、焼肉,＼阪急宝塚線服部天神駅 徒歩1分／とことん新鮮！特製ダレと焼き鍋で楽しむ韓国オムニの味◎,3.32,61,2055,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府豊中市服部元町1-9-2
焼肉 桜,服部天神駅 117m,焼肉、ホルモン、居酒屋,選りすぐりの黒毛和牛取扱店！！ 『安心 安全 安定』の美味しい焼き肉をいつでもどうぞ！！,3.16,17,620,"￥4,000～￥4,999","￥1,000～￥1,999",大阪府豊中市服部元町1-4-4
つどい,服部天神駅 160m,居酒屋,服部天神駅3分◆新鮮な海鮮料理や多彩な日替わりメニューが自慢◎気さくな雰囲気が魅力の居酒屋,,2,49,"￥2,000～￥2,999",-,大阪府豊中市服部元町1-13-4
コンチェルト,服部天神駅 175m,喫茶店,,,6,,-,-,大阪府豊中市服部元町1-13-6
フルーツ オクダ,服部天神駅 85m,その他,,3,3,35,-,-,大阪府豊中市服部元町1-6-8
大蔵 服部店,服部天神駅 208m,居酒屋,,3,3,23,-,-,大阪府豊中市服部元町2-2-19
and 服部天神店,服部天神駅 130m,パン,,3.05,15,359,-,-,大阪府豊中市服部元町1-4-10
赤春園,服部天神駅 124m,中華料理、餃子、ラーメン,,3.3,86,5260,"￥1,000～￥1,999",-,大阪府豊中市服部元町1-4-6
焼肉居酒屋 ハンちゃん,服部天神駅 136m,焼肉、居酒屋,,,7,,-,-,大阪府豊中市服部元町1-3-11 B1F
やきとり酒場 弁慶 服部天神店,服部天神駅 143m,焼き鳥、居酒屋,,3.03,4,85,"￥3,000～￥3,999",-,大阪府豊中市服部元町1-3-12
勇麻衣屋 服部店,服部天神駅 160m,焼肉,,3.08,12,306,"￥1,000～￥1,999",～￥999,大阪府豊中市服部元町1-13-4
麺屋 7.5Hz 豊中服部店,服部天神駅 59m,ラーメン,,3.42,90,1369,～￥999,～￥999,大阪府豊中市服部元町1-6-6
三太,服部天神駅 71m,居酒屋、鉄板焼き,,3.02,2,52,-,-,大阪府豊中市服部元町1-2-8 1F
とりのねぐら 阪急服部駅前店,服部天神駅 66m,居酒屋、鳥料理,,3.05,5,104,-,-,大阪府豊中市服部元町1-9-19 更科ビル　１Ｆ
焼き鳥のヒナタ 阪急服部天神駅前店,服部天神駅 60m,焼き鳥、居酒屋、弁当,,3.26,47,537,"￥3,000～￥3,999",～￥999,大阪府豊中市服部元町1-6-5
福十実弁当 服部店,服部天神駅 25m,弁当,,,2,14,-,-,大阪府豊中市服部元町1-7-5
服部一貫楼,服部天神駅 272m,中華料理、洋食,,3.11,20,580,"￥1,000～￥1,999",～￥999,大阪府豊中市服部元町2-6-1
酒処 ひなた,服部天神駅 134m,居酒屋、馬肉料理、海鮮,,3.07,9,320,"￥3,000～￥3,999",-,大阪府豊中市服部元町1-3-2
やきとり大吉 服部元町店,服部天神駅 261m,焼き鳥,,,2,49,-,-,大阪府豊中市服部元町2-2-13
re:moo,服部天神駅 109m,カフェ、バー,,,1,7,-,-,大阪府豊中市服部元町1-6-11 中西ビル 1F
韓国料理 ゴヒャン,服部天神駅 90m,韓国料理、居酒屋、食堂,,3.07,7,126,-,～￥999,大阪府豊中市服部元町1-9-14 ゆたか3号館 1F
焼鳥 本陣,服部天神駅 158m,焼き鳥,,3.15,6,111,-,-,大阪府豊中市服部元町1-13-4
クックデリ御膳 服部元町店,服部天神駅 77m,惣菜・デリ,,3,1,2,-,-,大阪府豊中市服部元町1-9-18
カフェスタイル居酒屋 朝寝坊,服部天神駅 82m,洋食,,3.01,1,15,-,-,大阪府豊中市服部元町1-2-9
塩井,服部天神駅 123m,日本料理,,3.05,6,192,"￥4,000～￥4,999",-,大阪府豊中市服部元町1-2-16
タカラ カレー＆カフェ,服部天神駅 69m,カレー、カフェ,,3.04,3,202,-,-,大阪府豊中市服部元町1-2-6
ファミリーマート 服部駅前店,服部天神駅 117m,コンビニ・スーパー,,,1,3,-,-,大阪府豊中市服部元町1-10-25-101
小料理屋 琴,服部天神駅 83m,日本料理、居酒屋,,3.03,6,79,-,-,大阪府豊中市服部元町1-9-15 2F
Cafe カレン,服部天神駅 137m,カフェ,,,4,,-,-,大阪府豊中市服部元町1-3-11 ロイヤルスペースビル 6F
すき焼き・鉄板専門店 モォ。,服部天神駅 109m,すき焼き、ハンバーグ、鉄板焼き,,3.06,5,87,"￥3,000～￥3,999",～￥999,大阪府豊中市服部元町1-6-11
たこ焼き 居酒屋 しきや 服部天神本店,服部天神駅 140m,居酒屋、たこ焼き,,3.05,4,43,-,-,大阪府豊中市服部元町1-3-10
四国うどん,服部天神駅 71m,うどん,,3.21,38,467,～￥999,～￥999,大阪府豊中市服部元町1丁目2-5
かたすみ,服部天神駅 71m,喫茶店,,3.05,6,85,-,-,大阪府豊中市服部元町1-9-20
立ち寿司かめや,服部天神駅 38m,寿司,,3.09,15,244,-,-,大阪府豊中市服部元町1-1-6
美由起鮨,服部天神駅 95m,寿司,,3.03,5,64,-,-,大阪府豊中市服部元町1-2-10
㐂 にく松,服部天神駅 89m,肉料理,,,33,,"￥10,000～￥14,999",-,大阪府豊中市服部元町1-9-14 ゆたか3号館 102
珈琲店 果琳,服部天神駅 125m,喫茶店,,3.27,53,930,～￥999,"￥1,000～￥1,999",大阪府豊中市服部元町1-3-7
